transaction_amount,customer_age_days,number_previous_transactions,previous_success_count,previous_failure_count,historical_success_rate,payment_method,failure_reason,attempt_number,hours_since_failure,hour_of_day,day_of_week,customer_value_segment,previous_recovery_count,subscription_status,recovered
3304.27,384,5,3,2,0.6,card,insufficient_funds,2,71.2,21,5,PREMIUM,0,active,0
3830.3,483,11,10,1,0.9091,upi,insufficient_funds,2,38.6,13,1,STANDARD,2,none,0
2993.08,271,9,9,0,1.0,card,invalid_account,2,30.38,6,2,STANDARD,0,none,0
1357.03,373,4,3,1,0.75,card,bank_decline,1,30.04,7,3,ENTERPRISE,1,active,1
6883.53,1378,11,8,3,0.7273,upi,network_error,3,17.54,7,0,STANDARD,1,none,0
8320.98,100,11,10,1,0.9091,upi,temporary_failure,3,97.38,4,0,STANDARD,0,none,1
7084.19,952,9,7,2,0.7778,netbanking,temporary_failure,2,37.54,8,4,PREMIUM,2,active,1
6388.77,1755,8,8,0,1.0,upi,bank_timeout,1,52.91,9,1,STANDARD,2,none,1
10575.87,1146,10,10,0,1.0,upi,fraud_suspected,2,31.43,4,2,PREMIUM,0,active,0
2592.77,1370,15,14,1,0.9333,upi,insufficient_funds,3,79.15,20,3,STANDARD,2,none,0
9823.02,1246,5,4,1,0.8,upi,bank_timeout,1,37.92,22,4,PREMIUM,3,active,1
7079.93,677,4,3,1,0.75,card,insufficient_funds,1,11.15,23,3,STANDARD,3,none,1
3497.71,402,15,11,4,0.7333,netbanking,bank_timeout,3,8.5,2,6,STANDARD,2,none,1
2389.6,1499,9,7,2,0.7778,card,insufficient_funds,3,24.59,17,3,STANDARD,0,none,0
3040.23,708,9,8,1,0.8889,card,insufficient_funds,3,41.43,4,3,STANDARD,0,none,0
1379.24,511,8,7,1,0.875,netbanking,invalid_account,3,29.24,1,4,STANDARD,2,none,0
6890.52,339,8,7,1,0.875,card,bank_timeout,1,22.41,5,6,STANDARD,3,none,1
4825.71,797,12,11,1,0.9167,upi,network_error,1,45.83,10,3,STANDARD,0,none,1
3790.6,792,15,12,3,0.8,card,invalid_account,2,24.34,16,1,STANDARD,4,none,0
4913.26,1112,7,5,2,0.7143,netbanking,invalid_account,2,20.17,0,6,STANDARD,1,none,1
13824.92,803,14,8,6,0.5714,netbanking,bank_decline,2,19.69,16,2,STANDARD,0,none,0
4415.53,26,12,11,1,0.9167,upi,temporary_failure,3,9.85,6,6,STANDARD,0,none,1
9157.94,694,12,9,3,0.75,card,bank_decline,1,18.65,14,3,PREMIUM,2,active,0
8382.4,1375,3,3,0,1.0,upi,insufficient_funds,3,23.75,13,6,STANDARD,1,none,1
2335.0,1231,11,9,2,0.8182,upi,temporary_failure,1,33.91,13,5,PREMIUM,1,active,1
9666.12,1345,11,10,1,0.9091,upi,invalid_account,1,39.34,23,3,PREMIUM,4,active,1
5181.61,1667,3,3,0,1.0,card,temporary_failure,3,8.26,14,1,PREMIUM,0,active,0
5510.61,802,4,4,0,1.0,upi,network_error,3,43.38,11,2,STANDARD,2,none,1
3231.8,1045,7,2,5,0.2857,upi,invalid_account,2,30.19,18,5,STANDARD,0,none,1
1052.25,412,14,7,7,0.5,card,fraud_suspected,1,20.26,3,6,PREMIUM,1,active,0
643.13,676,8,7,1,0.875,netbanking,fraud_suspected,2,29.72,15,4,STANDARD,1,none,0
1290.5,1103,8,8,0,1.0,netbanking,network_error,3,26.88,22,5,PREMIUM,2,active,1
5247.15,897,8,6,2,0.75,card,insufficient_funds,3,71.43,18,4,STANDARD,1,none,0
2274.81,1549,7,5,2,0.7143,upi,network_error,2,54.9,17,5,STANDARD,2,none,1
1700.06,1267,6,4,2,0.6667,card,bank_decline,1,23.03,7,3,PREMIUM,0,active,1
3999.82,1759,10,7,3,0.7,upi,insufficient_funds,2,29.84,3,6,STANDARD,0,none,0
2216.58,834,8,3,5,0.375,upi,bank_decline,2,20.92,21,0,PREMIUM,0,active,1
9025.27,76,11,11,0,1.0,upi,insufficient_funds,1,72.32,2,6,ENTERPRISE,0,active,1
10071.38,227,13,13,0,1.0,card,temporary_failure,1,69.07,4,6,PREMIUM,0,active,1
9348.13,570,7,5,2,0.7143,upi,temporary_failure,2,63.77,9,0,PREMIUM,0,active,1
6160.82,56,9,7,2,0.7778,upi,bank_timeout,2,68.07,13,4,STANDARD,2,none,1
1710.8,633,7,6,1,0.8571,card,bank_decline,2,29.97,4,6,STANDARD,1,none,1
4419.19,1529,13,12,1,0.9231,wallet,temporary_failure,2,96.04,3,6,PREMIUM,1,active,1
4235.4,1516,9,7,2,0.7778,upi,insufficient_funds,1,45.71,2,4,PREMIUM,0,active,1
5594.59,1759,16,11,5,0.6875,upi,insufficient_funds,1,53.48,12,5,STANDARD,0,none,1
3572.81,1284,13,12,1,0.9231,netbanking,temporary_failure,2,66.06,3,3,STANDARD,1,none,1
5355.31,463,10,9,1,0.9,upi,network_error,2,6.62,19,2,STANDARD,0,none,0
3611.28,1642,11,9,2,0.8182,card,bank_decline,1,43.09,17,3,STANDARD,1,none,0
10038.57,1023,9,9,0,1.0,netbanking,fraud_suspected,1,34.07,13,3,STANDARD,2,none,0
1550.29,1537,7,5,2,0.7143,card,bank_decline,1,68.62,5,3,ENTERPRISE,0,active,0
4196.25,1575,8,7,1,0.875,card,bank_decline,3,90.56,7,6,PREMIUM,1,active,1
4276.69,984,10,6,4,0.6,upi,insufficient_funds,1,19.66,7,1,STANDARD,0,none,1
1996.6,631,9,6,3,0.6667,card,temporary_failure,3,52.45,0,3,PREMIUM,0,active,1
2168.89,1390,7,3,4,0.4286,netbanking,insufficient_funds,1,26.32,15,3,STANDARD,0,none,0
2073.02,975,11,10,1,0.9091,upi,bank_decline,2,26.51,21,5,STANDARD,1,none,1
6662.55,422,13,11,2,0.8462,netbanking,network_error,2,61.11,13,0,ENTERPRISE,1,active,1
1717.24,1046,6,4,2,0.6667,card,network_error,3,16.72,2,1,PREMIUM,1,active,1
1554.92,667,10,7,3,0.7,netbanking,insufficient_funds,1,77.95,8,2,STANDARD,1,none,0
1453.08,102,6,6,0,1.0,upi,bank_decline,2,27.11,6,2,STANDARD,2,none,1
3824.79,158,14,8,6,0.5714,upi,fraud_suspected,2,45.95,11,2,STANDARD,1,none,0
1332.76,1468,10,8,2,0.8,netbanking,network_error,2,67.96,16,1,STANDARD,0,none,0
2627.97,1267,9,7,2,0.7778,upi,temporary_failure,1,34.65,0,6,STANDARD,3,none,0
5264.22,1167,6,5,1,0.8333,upi,bank_timeout,2,37.07,12,4,STANDARD,1,none,0
7263.26,993,8,7,1,0.875,wallet,bank_decline,3,27.74,8,4,STANDARD,0,none,1
18562.15,379,7,5,2,0.7143,upi,insufficient_funds,3,13.83,17,1,STANDARD,1,none,1
3027.9,1694,8,7,1,0.875,card,temporary_failure,1,15.85,22,3,ENTERPRISE,3,active,1
6712.57,958,6,5,1,0.8333,card,temporary_failure,1,36.27,20,1,PREMIUM,2,active,1
4888.19,862,5,3,2,0.6,card,insufficient_funds,1,24.56,13,1,STANDARD,3,none,0
2728.94,1695,13,10,3,0.7692,card,bank_timeout,2,23.13,3,0,STANDARD,4,none,1
2125.57,1068,8,5,3,0.625,upi,temporary_failure,1,5.52,7,1,PREMIUM,3,active,0
4879.94,1625,10,9,1,0.9,netbanking,bank_timeout,1,31.31,5,2,PREMIUM,1,active,1
6246.76,1016,5,4,1,0.8,card,network_error,3,55.62,11,1,STANDARD,0,none,0
3009.41,521,7,5,2,0.7143,card,bank_decline,1,61.18,4,6,ENTERPRISE,2,active,0
3423.86,261,7,5,2,0.7143,card,temporary_failure,1,38.54,4,0,STANDARD,0,none,1
12238.6,1672,7,5,2,0.7143,card,temporary_failure,2,53.2,9,0,PREMIUM,0,active,1
15212.47,213,9,7,2,0.7778,upi,temporary_failure,2,64.59,23,5,STANDARD,0,none,1
2820.49,1159,13,10,3,0.7692,card,network_error,3,23.4,4,0,STANDARD,2,none,1
4888.06,1085,4,4,0,1.0,card,bank_decline,3,38.62,21,3,STANDARD,0,none,1
7657.72,1216,6,5,1,0.8333,card,invalid_account,3,52.15,1,2,STANDARD,0,none,0
3685.05,301,10,10,0,1.0,upi,bank_timeout,3,20.01,5,2,ENTERPRISE,2,active,1
2434.54,1293,12,7,5,0.5833,wallet,invalid_account,3,41.0,9,4,PREMIUM,1,active,0
4673.31,437,13,8,5,0.6154,upi,network_error,1,18.32,22,4,STANDARD,2,none,0
7286.89,1426,8,6,2,0.75,upi,invalid_account,1,9.47,1,6,ENTERPRISE,1,active,0
5051.48,150,8,7,1,0.875,netbanking,insufficient_funds,1,40.35,19,6,STANDARD,1,none,1
4005.71,1113,11,9,2,0.8182,upi,temporary_failure,3,38.17,2,2,STANDARD,0,none,1
1355.07,1287,12,11,1,0.9167,card,invalid_account,3,29.84,0,3,STANDARD,1,none,0
4851.59,267,11,11,0,1.0,card,temporary_failure,2,11.28,18,3,PREMIUM,0,active,1
2630.98,1082,10,9,1,0.9,upi,network_error,3,7.12,0,4,PREMIUM,0,active,1
5185.77,626,5,3,2,0.6,card,insufficient_funds,1,34.4,13,6,PREMIUM,1,active,1
2278.98,1654,9,4,5,0.4444,card,bank_decline,3,31.7,10,1,STANDARD,0,none,0
2712.31,935,13,12,1,0.9231,netbanking,temporary_failure,3,54.18,10,3,ENTERPRISE,0,active,1
17246.32,868,9,9,0,1.0,upi,network_error,1,10.7,2,1,PREMIUM,0,active,1
4767.03,162,10,8,2,0.8,upi,bank_decline,1,19.73,6,5,PREMIUM,1,active,0
478.64,351,5,3,2,0.6,netbanking,insufficient_funds,1,4.18,1,2,STANDARD,1,none,0
11170.47,1247,9,7,2,0.7778,card,insufficient_funds,3,39.67,3,6,STANDARD,0,none,1
1251.12,163,13,10,3,0.7692,card,insufficient_funds,3,25.27,19,0,STANDARD,1,none,1
1936.8,894,12,10,2,0.8333,netbanking,temporary_failure,3,31.04,16,4,STANDARD,0,none,1
3576.38,1458,9,7,2,0.7778,wallet,insufficient_funds,2,54.78,14,5,STANDARD,1,none,1
9205.02,822,7,5,2,0.7143,upi,temporary_failure,2,9.39,11,2,STANDARD,1,none,1
4794.35,996,7,6,1,0.8571,upi,invalid_account,1,22.42,19,4,STANDARD,2,none,0
984.15,1662,11,8,3,0.7273,upi,bank_decline,1,11.98,19,3,PREMIUM,1,active,0
5624.28,995,9,7,2,0.7778,wallet,temporary_failure,2,64.15,20,1,STANDARD,3,none,1
2638.44,64,9,8,1,0.8889,upi,insufficient_funds,2,25.39,8,4,STANDARD,2,none,1
3108.91,1262,6,5,1,0.8333,card,temporary_failure,3,72.27,8,6,STANDARD,0,none,0
2464.75,264,11,9,2,0.8182,upi,invalid_account,3,41.81,9,0,STANDARD,0,none,0
1741.83,516,9,7,2,0.7778,upi,insufficient_funds,3,60.76,9,0,STANDARD,0,none,1
1757.12,1399,9,7,2,0.7778,card,network_error,3,21.17,8,0,STANDARD,1,none,1
7144.58,1784,15,12,3,0.8,card,bank_timeout,1,79.19,12,3,STANDARD,0,none,0
1966.28,1561,16,15,1,0.9375,netbanking,temporary_failure,1,19.2,1,5,STANDARD,0,none,1
1363.56,262,5,4,1,0.8,card,bank_timeout,1,5.95,16,6,ENTERPRISE,1,active,1
2112.91,323,4,3,1,0.75,card,fraud_suspected,1,8.7,15,1,STANDARD,3,none,0
3475.17,991,6,6,0,1.0,netbanking,invalid_account,1,21.63,2,1,STANDARD,1,none,1
5687.29,910,7,6,1,0.8571,upi,insufficient_funds,1,27.75,8,5,STANDARD,0,none,1
4959.5,364,9,8,1,0.8889,netbanking,bank_decline,3,39.38,6,2,STANDARD,2,none,0
3302.82,337,13,11,2,0.8462,upi,insufficient_funds,2,48.53,4,6,PREMIUM,0,active,1
1897.13,849,7,6,1,0.8571,upi,temporary_failure,2,32.34,14,0,STANDARD,1,none,1
1607.77,109,9,6,3,0.6667,upi,temporary_failure,1,5.31,17,2,PREMIUM,2,active,0
8209.02,1736,11,10,1,0.9091,card,bank_decline,1,31.3,10,5,STANDARD,0,none,1
5999.84,487,9,7,2,0.7778,netbanking,bank_decline,2,69.0,6,0,STANDARD,3,none,0
5896.03,1326,6,4,2,0.6667,upi,network_error,3,49.65,19,2,STANDARD,0,none,0
4700.82,1099,8,8,0,1.0,card,insufficient_funds,3,70.21,1,0,ENTERPRISE,1,active,0
5163.74,225,9,5,4,0.5556,netbanking,network_error,3,90.79,22,2,STANDARD,2,none,1
4093.36,1787,9,8,1,0.8889,upi,temporary_failure,1,5.16,3,2,PREMIUM,1,active,1
2051.82,155,8,6,2,0.75,upi,insufficient_funds,2,13.34,5,0,STANDARD,1,none,0
16409.17,1237,9,8,1,0.8889,card,insufficient_funds,1,63.63,17,2,STANDARD,1,none,0
1165.27,181,12,9,3,0.75,upi,bank_decline,2,41.46,12,2,ENTERPRISE,0,active,1
1281.68,594,7,6,1,0.8571,card,temporary_failure,3,19.45,6,3,STANDARD,1,none,1
5693.4,906,8,6,2,0.75,netbanking,bank_decline,1,61.74,2,0,PREMIUM,1,active,0
4997.57,596,13,10,3,0.7692,netbanking,bank_decline,3,19.43,16,4,STANDARD,0,none,1
19774.98,1132,10,8,2,0.8,card,temporary_failure,2,19.73,22,2,STANDARD,2,none,1
4870.97,178,10,8,2,0.8,upi,network_error,2,91.81,2,0,STANDARD,0,none,1
4178.91,985,11,10,1,0.9091,card,bank_timeout,1,35.53,2,6,PREMIUM,0,active,1
8798.17,633,6,4,2,0.6667,upi,bank_timeout,1,49.34,0,3,STANDARD,2,none,1
28873.8,702,14,10,4,0.7143,upi,insufficient_funds,1,33.86,21,5,STANDARD,0,none,0
6261.77,481,7,5,2,0.7143,netbanking,temporary_failure,1,38.32,3,3,PREMIUM,1,active,1
1310.51,1241,13,10,3,0.7692,upi,insufficient_funds,1,14.54,16,3,STANDARD,0,none,1
21921.56,1362,15,9,6,0.6,upi,insufficient_funds,1,19.18,23,3,STANDARD,2,none,0
4216.95,1779,10,9,1,0.9,card,fraud_suspected,1,111.87,7,2,STANDARD,1,none,0
4469.8,740,6,2,4,0.3333,card,bank_timeout,2,72.67,6,6,STANDARD,1,none,1
638.3,1363,12,11,1,0.9167,upi,fraud_suspected,1,96.97,10,3,STANDARD,2,none,0
2081.67,697,11,10,1,0.9091,upi,bank_timeout,1,90.0,12,2,STANDARD,1,none,1
1765.14,1132,9,7,2,0.7778,upi,bank_timeout,3,12.73,14,4,PREMIUM,1,active,1
2596.64,1534,10,8,2,0.8,netbanking,insufficient_funds,2,10.03,18,2,STANDARD,2,none,1
7645.79,1627,8,5,3,0.625,upi,network_error,3,8.42,13,6,STANDARD,0,none,0
846.19,705,6,3,3,0.5,wallet,insufficient_funds,1,15.55,22,4,PREMIUM,1,active,1
659.18,332,3,3,0,1.0,upi,insufficient_funds,2,41.08,2,0,STANDARD,2,none,1
13237.11,1020,20,15,5,0.75,upi,invalid_account,2,23.98,15,4,ENTERPRISE,0,active,0
5704.93,411,5,5,0,1.0,card,bank_decline,1,114.25,17,3,STANDARD,2,none,0
3419.93,1191,12,10,2,0.8333,card,network_error,1,21.15,11,2,STANDARD,2,none,0
6301.0,1617,11,10,1,0.9091,upi,network_error,3,39.39,19,6,PREMIUM,2,active,1
3004.47,1783,16,10,6,0.625,netbanking,insufficient_funds,3,22.21,12,3,STANDARD,4,none,0
1596.36,1382,8,7,1,0.875,card,insufficient_funds,2,17.51,17,5,STANDARD,0,none,1
1315.54,1784,11,10,1,0.9091,card,fraud_suspected,2,16.05,18,3,STANDARD,0,none,0
3951.17,963,7,4,3,0.5714,card,network_error,2,10.49,16,2,PREMIUM,1,active,0
4016.16,511,7,6,1,0.8571,upi,invalid_account,2,99.05,4,4,STANDARD,1,none,0
1894.51,1525,10,8,2,0.8,card,bank_timeout,3,21.25,11,3,STANDARD,0,none,1
7300.08,1624,11,8,3,0.7273,upi,temporary_failure,3,56.81,12,6,PREMIUM,1,active,0
7130.72,930,5,3,2,0.6,upi,network_error,2,43.96,0,2,STANDARD,2,none,1
1043.61,1750,11,11,0,1.0,wallet,insufficient_funds,1,91.88,14,3,STANDARD,2,none,0
9635.9,1487,7,7,0,1.0,netbanking,network_error,2,0.88,2,4,STANDARD,1,none,1
3271.03,1235,7,4,3,0.5714,card,temporary_failure,3,64.33,11,5,PREMIUM,1,active,0
2416.33,1411,8,6,2,0.75,upi,invalid_account,2,82.35,0,4,PREMIUM,0,active,1
6139.62,1721,6,5,1,0.8333,upi,bank_timeout,2,12.88,8,4,STANDARD,1,none,1
2695.25,1587,6,2,4,0.3333,card,network_error,1,14.45,12,0,PREMIUM,1,active,0
769.43,511,8,6,2,0.75,netbanking,network_error,3,55.79,1,6,STANDARD,2,none,1
2387.46,1214,6,3,3,0.5,upi,bank_timeout,2,27.31,20,1,STANDARD,0,none,0
1940.67,1003,6,4,2,0.6667,netbanking,insufficient_funds,3,11.53,18,2,PREMIUM,0,active,0
2899.0,1374,7,7,0,1.0,card,bank_timeout,3,3.69,1,3,STANDARD,1,none,1
5293.15,268,13,10,3,0.7692,upi,temporary_failure,1,56.73,13,2,STANDARD,1,none,1
1829.64,1785,8,5,3,0.625,upi,network_error,1,13.55,13,5,STANDARD,2,none,1
10763.42,278,7,6,1,0.8571,netbanking,insufficient_funds,1,11.69,4,4,PREMIUM,2,active,1
4053.44,982,13,12,1,0.9231,card,temporary_failure,1,10.61,9,3,PREMIUM,1,active,1
5810.93,146,6,4,2,0.6667,upi,invalid_account,3,64.0,5,2,PREMIUM,2,active,0
2408.73,619,12,9,3,0.75,card,bank_timeout,3,21.9,17,2,ENTERPRISE,1,active,0
11447.15,1649,12,11,1,0.9167,card,bank_timeout,3,10.76,21,4,PREMIUM,2,active,1
7583.34,1753,6,5,1,0.8333,wallet,bank_decline,1,28.44,4,2,STANDARD,0,none,1
1270.61,940,14,11,3,0.7857,upi,network_error,2,68.12,23,6,STANDARD,1,none,0
3021.55,827,13,9,4,0.6923,card,invalid_account,2,33.5,9,4,STANDARD,1,none,0
26473.02,912,9,8,1,0.8889,card,bank_decline,3,32.9,3,6,STANDARD,1,none,0
15427.18,1428,7,7,0,1.0,netbanking,bank_decline,3,13.38,8,4,STANDARD,0,none,1
4357.06,1209,11,10,1,0.9091,wallet,insufficient_funds,1,43.21,9,6,STANDARD,3,none,0
9901.52,1191,9,7,2,0.7778,upi,bank_timeout,3,85.95,7,5,PREMIUM,1,active,1
2772.66,1576,6,5,1,0.8333,upi,temporary_failure,2,43.39,10,2,PREMIUM,0,active,1
8826.82,1692,12,9,3,0.75,upi,temporary_failure,2,13.83,11,3,STANDARD,0,none,0
1425.5,960,10,8,2,0.8,card,temporary_failure,2,18.88,21,4,STANDARD,0,none,1
1096.64,511,5,5,0,1.0,netbanking,bank_timeout,3,4.26,9,2,STANDARD,0,none,1
22669.99,287,12,10,2,0.8333,netbanking,bank_decline,3,34.42,3,6,STANDARD,0,none,1
6137.73,77,5,3,2,0.6,netbanking,invalid_account,3,29.15,7,4,STANDARD,1,none,0
2129.29,1640,9,7,2,0.7778,card,fraud_suspected,1,8.84,20,2,STANDARD,1,none,1
6864.02,701,9,6,3,0.6667,upi,insufficient_funds,3,52.97,16,2,STANDARD,3,none,1
5546.28,938,3,1,2,0.3333,card,network_error,1,16.12,1,2,STANDARD,1,none,1
953.73,715,8,7,1,0.875,upi,bank_timeout,3,19.19,12,4,STANDARD,0,none,1
4941.31,1589,8,5,3,0.625,card,fraud_suspected,3,4.37,21,1,STANDARD,0,none,0
7114.0,378,10,8,2,0.8,netbanking,insufficient_funds,1,14.38,2,4,STANDARD,3,none,1
16142.22,1623,7,4,3,0.5714,card,bank_decline,2,27.94,17,6,PREMIUM,1,active,1
2692.54,773,6,3,3,0.5,card,temporary_failure,3,5.95,18,5,STANDARD,0,none,1
782.05,712,12,8,4,0.6667,netbanking,temporary_failure,2,16.88,22,1,PREMIUM,1,active,1
1866.8,945,10,6,4,0.6,upi,invalid_account,2,57.56,10,0,STANDARD,1,none,0
1984.07,1258,10,7,3,0.7,upi,insufficient_funds,2,22.23,12,0,STANDARD,0,none,0
2556.23,1678,8,8,0,1.0,card,temporary_failure,1,78.88,10,4,PREMIUM,2,active,1
3950.08,683,13,11,2,0.8462,card,network_error,2,11.83,8,6,STANDARD,1,none,1
4617.65,1338,9,6,3,0.6667,card,insufficient_funds,1,12.8,3,2,PREMIUM,1,active,1
19107.63,337,10,9,1,0.9,wallet,temporary_failure,2,16.2,6,2,ENTERPRISE,0,active,1
724.51,1600,7,6,1,0.8571,wallet,bank_timeout,1,27.97,0,6,STANDARD,0,none,1
599.76,1151,6,6,0,1.0,upi,temporary_failure,3,79.38,3,5,STANDARD,0,none,1
2659.9,776,14,11,3,0.7857,card,temporary_failure,2,19.88,4,5,STANDARD,2,none,0
1288.77,1373,12,8,4,0.6667,card,network_error,1,4.08,3,6,STANDARD,1,none,1
2544.78,848,18,12,6,0.6667,netbanking,temporary_failure,1,31.19,9,5,PREMIUM,0,active,0
820.19,1006,5,5,0,1.0,upi,network_error,3,42.99,2,4,PREMIUM,0,active,0
13690.89,1622,12,12,0,1.0,upi,temporary_failure,1,99.51,7,6,PREMIUM,0,active,1
15860.81,1574,13,10,3,0.7692,netbanking,bank_timeout,2,41.34,15,5,STANDARD,1,none,1
3677.79,1319,6,4,2,0.6667,wallet,temporary_failure,3,47.23,7,3,PREMIUM,0,active,1
17577.51,1384,10,8,2,0.8,upi,network_error,3,15.12,16,5,PREMIUM,1,active,1
30827.91,1393,7,7,0,1.0,upi,bank_decline,2,36.16,5,1,STANDARD,1,none,1
3385.15,1127,10,9,1,0.9,netbanking,network_error,3,48.97,21,2,PREMIUM,2,active,0
5860.18,869,10,10,0,1.0,netbanking,bank_timeout,3,8.81,5,5,STANDARD,1,none,1
1191.74,1473,11,8,3,0.7273,card,bank_timeout,2,37.72,9,1,STANDARD,2,none,0
2258.18,1522,14,9,5,0.6429,card,bank_timeout,3,26.73,3,2,STANDARD,1,none,0
11764.56,937,10,9,1,0.9,card,network_error,2,44.15,20,2,STANDARD,1,none,1
6492.4,563,9,6,3,0.6667,card,invalid_account,1,51.21,23,6,STANDARD,1,none,0
3762.17,340,9,6,3,0.6667,card,bank_timeout,3,59.53,5,3,STANDARD,2,none,0
5221.72,869,8,5,3,0.625,upi,network_error,3,43.27,20,2,STANDARD,2,none,1
8037.35,1482,9,8,1,0.8889,card,temporary_failure,2,41.72,17,3,STANDARD,6,none,1
10360.16,986,6,4,2,0.6667,upi,insufficient_funds,1,58.6,10,5,STANDARD,0,none,0
3131.61,629,9,9,0,1.0,upi,temporary_failure,2,57.31,18,2,PREMIUM,2,active,1
2825.96,1611,10,8,2,0.8,card,bank_timeout,2,54.2,9,2,STANDARD,2,none,0
4366.77,1548,12,10,2,0.8333,upi,network_error,3,19.69,17,3,STANDARD,2,none,1
1734.77,548,19,12,7,0.6316,upi,temporary_failure,3,9.61,1,4,STANDARD,1,none,1
2772.44,162,7,7,0,1.0,upi,bank_timeout,1,49.87,15,5,PREMIUM,0,active,1
7482.99,1447,10,9,1,0.9,netbanking,bank_decline,2,44.02,19,1,STANDARD,1,none,0
5429.32,712,11,10,1,0.9091,card,network_error,3,33.09,11,5,STANDARD,0,none,0
11505.75,1700,11,9,2,0.8182,upi,bank_decline,3,28.89,1,1,PREMIUM,1,active,1
2677.51,651,12,9,3,0.75,netbanking,temporary_failure,3,35.97,11,4,STANDARD,1,none,1
14453.44,965,7,5,2,0.7143,netbanking,temporary_failure,3,27.15,15,3,PREMIUM,2,active,1
2456.17,694,8,7,1,0.875,upi,fraud_suspected,3,34.77,17,4,STANDARD,1,none,0
2254.84,1469,5,5,0,1.0,netbanking,bank_timeout,2,28.98,1,1,STANDARD,0,none,1
1150.72,385,8,7,1,0.875,upi,bank_decline,3,19.25,3,5,STANDARD,0,none,0
516.41,1375,4,3,1,0.75,wallet,temporary_failure,1,18.92,23,2,STANDARD,0,none,1
6333.44,983,12,11,1,0.9167,upi,insufficient_funds,3,31.88,14,5,PREMIUM,0,active,0
4003.34,527,8,8,0,1.0,netbanking,insufficient_funds,3,49.52,6,2,PREMIUM,1,active,0
5917.74,1541,5,3,2,0.6,card,bank_decline,1,67.85,8,1,STANDARD,1,none,0
3559.5,438,5,2,3,0.4,upi,bank_decline,2,13.24,3,6,STANDARD,3,none,0
3146.9,1542,5,2,3,0.4,wallet,network_error,1,13.22,23,0,STANDARD,1,none,1
4908.94,1372,11,7,4,0.6364,netbanking,insufficient_funds,1,17.5,1,1,PREMIUM,1,active,1
10659.26,1169,13,11,2,0.8462,card,insufficient_funds,2,20.5,21,1,STANDARD,3,none,1
7055.64,1479,9,8,1,0.8889,card,insufficient_funds,3,56.02,19,6,STANDARD,3,none,0
15173.57,1304,11,9,2,0.8182,card,network_error,2,11.24,20,0,STANDARD,1,none,1
6131.51,314,7,7,0,1.0,card,bank_decline,3,20.34,11,5,STANDARD,1,none,1
2314.66,1520,8,8,0,1.0,netbanking,insufficient_funds,2,4.4,13,5,STANDARD,1,none,1
27591.63,71,10,9,1,0.9,upi,temporary_failure,3,43.4,12,5,STANDARD,0,none,1
12203.79,570,9,6,3,0.6667,upi,insufficient_funds,2,11.71,2,6,STANDARD,1,none,0
4550.7,1559,8,7,1,0.875,card,temporary_failure,2,21.49,5,1,STANDARD,2,none,1
6433.46,813,11,8,3,0.7273,netbanking,temporary_failure,1,22.99,9,5,STANDARD,2,none,1
6076.75,309,10,8,2,0.8,card,temporary_failure,2,41.27,14,5,STANDARD,0,none,1
1544.39,1095,9,8,1,0.8889,card,bank_decline,3,21.74,3,6,STANDARD,3,none,1
4021.97,1580,4,1,3,0.25,netbanking,bank_timeout,1,28.74,23,5,PREMIUM,0,active,1
4196.95,789,5,3,2,0.6,card,insufficient_funds,1,43.09,23,5,STANDARD,0,none,1
9799.18,712,14,11,3,0.7857,upi,fraud_suspected,2,16.23,0,6,STANDARD,1,none,0
3194.59,1694,15,10,5,0.6667,upi,invalid_account,1,41.88,15,5,STANDARD,1,none,0
5483.45,942,11,8,3,0.7273,upi,bank_decline,1,30.14,17,0,STANDARD,0,none,0
16639.36,753,8,7,1,0.875,netbanking,network_error,1,130.91,8,5,ENTERPRISE,2,active,1
4624.21,1521,6,5,1,0.8333,card,bank_decline,1,28.33,20,5,PREMIUM,1,active,1
7124.45,1696,8,7,1,0.875,card,bank_timeout,2,55.52,18,6,STANDARD,0,none,1
7121.81,1580,13,8,5,0.6154,upi,temporary_failure,3,32.69,6,5,STANDARD,0,none,1
3526.84,499,14,11,3,0.7857,card,bank_decline,2,42.53,13,1,STANDARD,1,none,1
4245.63,1305,11,10,1,0.9091,card,bank_decline,1,23.87,10,6,STANDARD,0,none,0
3387.82,1002,7,4,3,0.5714,netbanking,bank_decline,2,56.66,9,3,STANDARD,1,none,1
1377.09,1218,8,5,3,0.625,wallet,bank_timeout,1,48.06,17,3,ENTERPRISE,1,active,1
3330.42,1511,12,12,0,1.0,netbanking,bank_decline,2,46.6,10,6,ENTERPRISE,0,active,0
1856.41,814,11,7,4,0.6364,card,temporary_failure,2,19.6,4,1,PREMIUM,1,active,1
4859.71,484,10,9,1,0.9,card,insufficient_funds,3,41.41,22,2,PREMIUM,1,active,0
10089.75,454,11,9,2,0.8182,wallet,temporary_failure,2,13.01,9,4,PREMIUM,1,active,0
19659.92,600,7,6,1,0.8571,upi,temporary_failure,2,38.97,23,4,STANDARD,0,none,1
2670.6,868,9,5,4,0.5556,card,temporary_failure,1,49.34,4,6,STANDARD,1,none,1
4574.76,1501,7,5,2,0.7143,upi,fraud_suspected,3,38.59,7,1,STANDARD,2,none,0
2528.73,418,7,6,1,0.8571,card,temporary_failure,1,26.2,3,4,PREMIUM,0,active,0
1529.3,495,12,6,6,0.5,card,bank_timeout,2,34.53,1,3,STANDARD,0,none,0
